날짜,종가,오픈,고가,저가,거래량,변동 %
2016년 9월 23일,"5,305.80","5,327.40","5,329.70","5,301.60",406.33M,-0.63%
2016년 9월 22일,"5,339.50","5,323.30","5,342.90","5,320.90",415.83M,0.84%
2016년 9월 21일,"5,295.20","5,263.60","5,299.40","5,233.90",446.65M,1.03%
2016년 9월 20일,"5,241.40","5,256.20","5,265.20","5,235.40",379.36M,0.12%
2016년 9월 19일,"5,235.00","5,263.50","5,281.10","5,222.90",400.16M,-0.18%
2016년 9월 16일,"5,244.60","5,238.70","5,248.60","5,219.00",1.11B,-0.10%
2016년 9월 15일,"5,249.70","5,178.10","5,254.80","5,176.30",437.68M,1.47%
2016년 9월 14일,"5,173.80","5,160.20","5,201.30","5,159.50",421.65M,0.36%
2016년 9월 13일,"5,155.30","5,181.10","5,195.00","5,131.30",456.69M,-1.09%
2016년 9월 12일,"5,211.90","5,098.00","5,217.90","5,097.80",464.62M,1.68%
2016년 9월 9일,"5,125.90","5,218.00","5,225.90","5,125.90",508.59M,-2.54%
2016년 9월 8일,"5,259.50","5,270.00","5,271.00","5,248.40",412.37M,-0.46%
2016년 9월 7일,"5,283.90","5,274.20","5,287.60","5,261.90",459.36M,0.15%
2016년 9월 6일,"5,275.90","5,260.00","5,275.90","5,244.00",421.08M,0.50%
2016년 9월 2일,"5,249.90","5,249.70","5,263.40","5,231.00",351.35M,0.43%
2016년 9월 1일,"5,227.20","5,218.30","5,229.90","5,189.40",376.35M,0.27%
2016년 8월 31일,"5,213.20","5,216.40","5,219.90","5,191.20",486.24M,-0.19%
2016년 8월 30일,"5,223.00","5,229.90","5,241.60","5,205.60",374.16M,-0.18%
2016년 8월 29일,"5,232.30","5,223.80","5,245.10","5,222.30",324.63M,0.26%
2016년 8월 26일,"5,218.90","5,219.00","5,253.40","5,191.90",361.69M,0.13%
2016년 8월 25일,"5,212.20","5,207.60","5,230.60","5,201.60",338.21M,-0.11%
2016년 8월 24일,"5,217.70","5,254.40","5,263.00","5,205.60",380.49M,-0.81%
2016년 8월 23일,"5,260.10","5,265.80","5,275.70","5,257.90",350.84M,0.30%
2016년 8월 22일,"5,244.60","5,231.50","5,252.10","5,224.60",347.30M,0.12%
2016년 8월 19일,"5,238.40","5,229.90","5,245.80","5,217.60",408.44M,-0.03%
2016년 8월 18일,"5,240.10","5,226.50","5,243.20","5,221.80",377.74M,0.22%
2016년 8월 17일,"5,228.70","5,228.40","5,230.10","5,197.20",361.66M,0.03%
2016년 8월 16일,"5,227.10","5,248.00","5,248.30","5,226.80",385.30M,-0.66%
2016년 8월 15일,"5,262.00","5,242.20","5,271.40","5,241.10",350.65M,0.56%
2016년 8월 12일,"5,232.90","5,219.70","5,233.30","5,215.50",338.98M,0.09%
2016년 8월 11일,"5,228.40","5,222.10","5,235.30","5,211.30",344.26M,0.46%
2016년 8월 10일,"5,204.60","5,228.00","5,228.00","5,193.80",380.41M,-0.40%
2016년 8월 9일,"5,225.50","5,216.20","5,238.50","5,215.00",358.07M,0.24%
2016년 8월 8일,"5,213.10","5,223.50","5,228.40","5,202.20",370.90M,-0.15%
2016년 8월 5일,"5,221.10","5,190.70","5,227.20","5,186.20",439.90M,1.06%
2016년 8월 4일,"5,166.30","5,158.00","5,174.00","5,145.40",398.61M,0.13%
2016년 8월 3일,"5,159.70","5,133.20","5,159.70","5,128.40",415.75M,0.43%
2016년 8월 2일,"5,137.70","5,177.50","5,181.00","5,109.80",470.89M,-0.90%
2016년 8월 1일,"5,184.20","5,167.40","5,199.10","5,158.90",420.98M,0.43%
2016년 7월 29일,"5,162.10","5,162.10","5,175.80","5,140.00",571.66M,0.14%
2016년 7월 28일,"5,155.00","5,144.80","5,160.20","5,130.80",424.08M,0.30%
2016년 7월 27일,"5,139.80","5,143.80","5,151.10","5,120.70",470.66M,0.58%
2016년 7월 26일,"5,110.00","5,095.60","5,122.30","5,084.20",428.74M,0.24%
2016년 7월 25일,"5,097.60","5,097.00","5,100.70","5,082.70",371.48M,-0.05%
2016년 7월 22일,"5,100.20","5,078.10","5,103.50","5,064.10",357.67M,0.52%
2016년 7월 21일,"5,073.90","5,094.00","5,102.80","5,061.10",384.26M,-0.31%
2016년 7월 20일,"5,089.90","5,061.60","5,098.30","5,053.90",375.16M,1.06%
2016년 7월 19일,"5,036.40","5,038.20","5,052.20","5,028.20",362.67M,-0.38%
2016년 7월 18일,"5,055.80","5,035.00","5,063.50","5,030.10",332.33M,0.52%
2016년 7월 15일,"5,029.60","5,041.20","5,044.80","5,018.50",395.58M,-0.09%
2016년 7월 14일,"5,034.10","5,042.00","5,045.20","5,025.10",348.81M,0.57%
2016년 7월 13일,"5,005.70","5,036.30","5,036.40","5,002.80",373.97M,-0.34%
2016년 7월 12일,"5,022.80","5,018.00","5,032.10","5,009.70",417.28M,0.69%
2016년 7월 11일,"4,988.60","4,976.50","5,002.50","4,976.50",386.48M,0.64%
2016년 7월 8일,"4,956.80","4,906.70","4,959.00","4,901.30",433.26M,1.64%
2016년 7월 7일,"4,876.80","4,867.50","4,889.00","4,853.70",352.30M,0.36%
2016년 7월 6일,"4,859.20","4,799.30","4,861.00","4,786.00",436.56M,0.75%
2016년 7월 5일,"4,822.90","4,837.10","4,839.10","4,797.30",406.89M,-0.82%
2016년 7월 1일,"4,862.60","4,837.20","4,880.20","4,837.20",380.07M,0.41%
2016년 6월 30일,"4,842.70","4,793.80","4,843.10","4,774.50",574.07M,1.33%
2016년 6월 29일,"4,779.20","4,732.90","4,787.60","4,732.30",466.31M,1.86%
2016년 6월 28일,"4,691.90","4,643.90","4,693.00","4,643.90",470.19M,2.12%
2016년 6월 27일,"4,594.40","4,664.40","4,665.00","4,574.30",619.73M,-2.41%
2016년 6월 24일,"4,708.00","4,715.80","4,798.20","4,698.40",1.52B,-4.12%
2016년 6월 23일,"4,910.00","4,872.20","4,910.00","4,859.40",398.65M,1.59%
2016년 6월 22일,"4,833.30","4,846.70","4,875.90","4,830.00",376.04M,-0.22%
2016년 6월 21일,"4,843.80","4,845.10","4,852.20","4,826.60",391.14M,0.14%
2016년 6월 20일,"4,837.20","4,856.70","4,882.10","4,834.50",412.67M,0.77%
2016년 6월 17일,"4,800.30","4,835.00","4,835.00","4,792.30",1.01B,-0.92%
2016년 6월 16일,"4,844.90","4,809.70","4,847.90","4,778.80",389.89M,0.21%
2016년 6월 15일,"4,834.90","4,855.10","4,868.20","4,830.30",402.22M,-0.18%
2016년 6월 14일,"4,843.50","4,836.70","4,863.00","4,811.90",401.84M,-0.10%
2016년 6월 13일,"4,848.40","4,868.50","4,894.90","4,844.90",420.34M,-0.94%
2016년 6월 10일,"4,894.50","4,915.10","4,917.90","4,880.60",402.18M,-1.29%
2016년 6월 9일,"4,958.60","4,954.10","4,965.50","4,940.50",361.93M,-0.32%
2016년 6월 8일,"4,974.60","4,970.00","4,979.70","4,956.80",367.54M,0.26%
2016년 6월 7일,"4,961.80","4,972.10","4,979.40","4,960.30",391.05M,-0.14%
2016년 6월 6일,"4,968.70","4,950.50","4,980.10","4,944.90",385.15M,0.53%
2016년 6월 3일,"4,942.50","4,958.10","4,958.60","4,909.20",382.23M,-0.58%
2016년 6월 2일,"4,971.40","4,941.30","4,971.40","4,924.20",386.10M,0.39%
2016년 6월 1일,"4,952.30","4,929.00","4,959.00","4,923.20",423.30M,0.08%
2016년 5월 31일,"4,948.10","4,938.50","4,951.50","4,923.00",711.67M,0.29%
2016년 5월 27일,"4,933.50","4,904.00","4,933.50","4,902.50",363.02M,0.65%
2016년 5월 26일,"4,901.80","4,897.80","4,909.40","4,887.30",354.80M,0.14%
2016년 5월 25일,"4,894.90","4,877.20","4,905.50","4,872.40",397.17M,0.70%
2016년 5월 24일,"4,861.10","4,792.90","4,866.00","4,792.60",433.12M,2.00%
2016년 5월 23일,"4,765.80","4,771.60","4,792.60","4,763.90",410.29M,-0.08%
2016년 5월 20일,"4,769.60","4,729.40","4,781.70","4,729.00",484.07M,1.21%
2016년 5월 19일,"4,712.50","4,717.40","4,735.30","4,678.40",405.76M,-0.56%
2016년 5월 18일,"4,739.10","4,705.80","4,762.30","4,704.50",445.26M,0.50%
2016년 5월 17일,"4,715.70","4,768.90","4,776.10","4,703.40",472.99M,-1.25%
2016년 5월 16일,"4,775.50","4,728.90","4,791.30","4,724.70",419.40M,1.22%
2016년 5월 13일,"4,717.70","4,731.10","4,759.30","4,708.30",407.81M,-0.41%
2016년 5월 12일,"4,737.30","4,778.20","4,779.50","4,710.20",447.76M,-0.49%
2016년 5월 11일,"4,760.70","4,799.30","4,812.20","4,760.40",417.00M,-1.02%
2016년 5월 10일,"4,809.90","4,768.90","4,811.30","4,758.20",401.00M,1.26%
2016년 5월 9일,"4,750.20","4,736.40","4,771.90","4,735.10",395.51M,0.30%
2016년 5월 6일,"4,736.10","4,695.90","4,736.10","4,684.30",441.06M,0.40%
2016년 5월 5일,"4,717.10","4,742.40","4,744.50","4,709.80",448.69M,-0.18%
2016년 5월 4일,"4,725.60","4,735.30","4,751.60","4,713.90",469.20M,-0.79%
2016년 5월 3일,"4,763.20","4,780.90","4,791.40","4,749.70",445.57M,-1.13%
2016년 5월 2일,"4,817.60","4,786.50","4,821.60","4,768.30",435.63M,0.88%
2016년 4월 29일,"4,775.40","4,805.80","4,807.90","4,740.80",602.09M,-0.62%
2016년 4월 28일,"4,805.30","4,857.60","4,889.20","4,796.30",478.62M,-1.19%
2016년 4월 27일,"4,863.10","4,855.40","4,872.90","4,826.40",441.73M,-0.51%
2016년 4월 26일,"4,888.30","4,903.80","4,915.00","4,875.40",417.36M,-0.15%
2016년 4월 25일,"4,895.80","4,891.50","4,904.90","4,878.40",369.67M,-0.21%
2016년 4월 22일,"4,906.20","4,898.20","4,921.70","4,872.00",489.17M,-0.80%
2016년 4월 21일,"4,945.90","4,949.10","4,966.60","4,932.60",383.40M,-0.05%
2016년 4월 20일,"4,948.10","4,942.00","4,969.30","4,928.30",394.43M,0.16%
2016년 4월 19일,"4,940.30","4,968.30","4,968.70","4,915.50",413.23M,-0.40%
2016년 4월 18일,"4,960.00","4,919.40","4,960.80","4,915.60",370.38M,0.44%
2016년 4월 15일,"4,938.20","4,938.80","4,950.40","4,925.50",432.04M,-0.16%
2016년 4월 14일,"4,945.90","4,947.60","4,961.30","4,931.80",369.79M,-0.03%
2016년 4월 13일,"4,947.40","4,904.80","4,951.90","4,903.60",431.41M,1.55%
2016년 4월 12일,"4,872.10","4,838.80","4,879.60","4,808.90",385.61M,0.80%
2016년 4월 11일,"4,833.40","4,873.40","4,897.50","4,833.40",361.58M,-0.36%
2016년 4월 8일,"4,850.70","4,884.00","4,892.60","4,835.40",367.47M,0.05%
2016년 4월 7일,"4,848.40","4,893.60","4,901.50","4,831.50",452.84M,-1.47%
2016년 4월 6일,"4,920.70","4,849.60","4,921.50","4,849.30",402.78M,1.59%
2016년 4월 5일,"4,843.90","4,855.90","4,872.70","4,838.60",430.35M,-0.98%
2016년 4월 4일,"4,891.80","4,911.20","4,917.80","4,885.20",386.30M,-0.46%
2016년 4월 1일,"4,914.50","4,842.50","4,917.10","4,832.10",443.37M,0.92%
2016년 3월 31일,"4,869.90","4,869.60","4,891.30","4,864.40",452.45M,0.01%
2016년 3월 30일,"4,869.30","4,875.50","4,899.10","4,859.40",388.83M,0.47%
2016년 3월 29일,"4,846.60","4,756.50","4,849.30","4,749.80",453.24M,1.67%
2016년 3월 28일,"4,766.80","4,785.30","4,787.40","4,760.00",336.93M,-0.14%
2016년 3월 24일,"4,773.50","4,743.40","4,773.50","4,734.80",383.91M,0.10%
2016년 3월 23일,"4,768.90","4,813.90","4,816.70","4,765.40",399.92M,-1.10%
2016년 3월 22일,"4,821.70","4,783.60","4,835.60","4,781.70",373.16M,0.27%
2016년 3월 21일,"4,808.90","4,787.30","4,814.90","4,785.40",375.80M,0.28%
2016년 3월 18일,"4,795.60","4,784.60","4,804.60","4,772.40",1.14B,0.43%
2016년 3월 17일,"4,775.00","4,752.60","4,788.10","4,738.00",435.04M,0.23%
2016년 3월 16일,"4,764.00","4,717.90","4,774.80","4,716.50",402.69M,0.75%
2016년 3월 15일,"4,728.70","4,731.10","4,735.30","4,712.10",397.35M,-0.45%
2016년 3월 14일,"4,750.30","4,733.40","4,762.30","4,731.50",379.76M,0.04%
2016년 3월 11일,"4,748.50","4,712.40","4,748.80","4,700.90",416.03M,1.85%
2016년 3월 10일,"4,662.20","4,691.20","4,716.10","4,608.00",439.52M,-0.26%
2016년 3월 9일,"4,674.40","4,666.40","4,676.50","4,642.40",410.13M,0.55%
2016년 3월 8일,"4,648.80","4,676.20","4,695.00","4,642.90",467.11M,-1.26%
2016년 3월 7일,"4,708.30","4,690.90","4,731.20","4,674.80",486.23M,-0.19%
2016년 3월 4일,"4,717.00","4,715.80","4,746.60","4,687.90",510.77M,0.20%
2016년 3월 3일,"4,707.40","4,698.40","4,707.70","4,674.50",444.92M,0.09%
2016년 3월 2일,"4,703.40","4,683.80","4,703.60","4,665.90",452.45M,0.29%
2016년 3월 1일,"4,689.60","4,596.00","4,689.60","4,581.80",507.41M,2.89%
2016년 2월 29일,"4,558.00","4,585.30","4,619.90","4,557.50",565.97M,-0.71%
2016년 2월 26일,"4,590.50","4,615.10","4,618.90","4,580.80",438.38M,0.18%
2016년 2월 25일,"4,582.20","4,554.70","4,582.20","4,516.90",392.23M,0.87%
2016년 2월 24일,"4,542.60","4,453.90","4,547.60","4,425.70",452.41M,0.87%
2016년 2월 23일,"4,503.60","4,550.00","4,558.10","4,500.90",388.34M,-1.47%
2016년 2월 22일,"4,570.60","4,548.30","4,576.50","4,546.50",427.62M,1.47%
2016년 2월 19일,"4,504.40","4,464.70","4,513.10","4,455.10",488.38M,0.38%
2016년 2월 18일,"4,487.50","4,548.10","4,548.50","4,482.80",472.55M,-1.03%
2016년 2월 17일,"4,534.10","4,471.70","4,540.80","4,463.50",576.51M,2.21%
2016년 2월 16일,"4,436.00","4,398.00","4,436.00","4,376.50",553.80M,2.27%
2016년 2월 12일,"4,337.50","4,307.30","4,340.10","4,274.10",506.31M,1.66%
2016년 2월 11일,"4,266.80","4,218.80","4,293.20","4,209.80",688.73M,-0.39%
2016년 2월 10일,"4,283.60","4,318.30","4,369.60","4,280.70",561.08M,0.35%
2016년 2월 9일,"4,268.80","4,224.90","4,329.60","4,222.50",579.16M,-0.35%
2016년 2월 8일,"4,283.80","4,288.00","4,301.50","4,212.80",673.87M,-1.82%
2016년 2월 5일,"4,363.10","4,491.50","4,493.20","4,350.40",636.44M,-3.25%
2016년 2월 4일,"4,509.60","4,492.50","4,545.50","4,464.00",543.90M,0.12%
2016년 2월 3일,"4,504.20","4,543.80","4,547.30","4,424.50",577.23M,-0.28%
2016년 2월 2일,"4,517.00","4,588.70","4,589.90","4,503.10",511.64M,-2.24%
2016년 2월 1일,"4,620.40","4,587.60","4,636.90","4,565.40",480.04M,0.14%
2016년 1월 29일,"4,614.00","4,512.10","4,614.00","4,511.30",754.58M,2.38%
2016년 1월 28일,"4,506.70","4,533.80","4,533.80","4,447.50",545.17M,0.86%
2016년 1월 27일,"4,468.20","4,548.90","4,568.90","4,450.80",513.42M,-2.18%
2016년 1월 26일,"4,567.70","4,537.00","4,583.20","4,503.50",461.53M,1.09%
2016년 1월 25일,"4,518.50","4,574.60","4,590.40","4,514.80",483.49M,-1.58%
2016년 1월 22일,"4,591.20","4,557.40","4,591.20","4,540.30",523.81M,2.66%
2016년 1월 21일,"4,472.10","4,480.70","4,537.10","4,432.00",567.90M,0.01%
2016년 1월 20일,"4,471.70","4,405.20","4,514.90","4,313.40",716.73M,-0.12%
2016년 1월 19일,"4,477.00","4,548.00","4,550.60","4,430.80",572.07M,-0.26%
2016년 1월 15일,"4,488.40","4,464.40","4,520.50","4,419.40",739.41M,-2.74%
2016년 1월 14일,"4,615.00","4,545.40","4,650.50","4,470.60",593.87M,1.97%
2016년 1월 13일,"4,526.10","4,706.00","4,714.00","4,517.60",570.19M,-3.41%
2016년 1월 12일,"4,685.90","4,681.50","4,714.80","4,618.00",498.55M,1.03%
2016년 1월 11일,"4,638.00","4,673.40","4,683.00","4,573.80",528.17M,-0.12%
2016년 1월 8일,"4,643.60","4,722.00","4,742.60","4,637.90",540.57M,-0.98%
2016년 1월 7일,"4,689.40","4,736.40","4,788.00","4,688.20",590.07M,-3.03%
2016년 1월 6일,"4,835.80","4,813.80","4,866.00","4,804.70",501.75M,-1.14%
2016년 1월 5일,"4,891.40","4,917.80","4,926.70","4,872.70",428.07M,-0.24%
2016년 1월 4일,"4,903.10","4,897.60","4,903.10","4,847.00",569.79M,-2.08%
2015년 12월 31일,"5,007.40","5,047.00","5,058.10","5,007.00",384.40M,-1.15%
2015년 12월 30일,"5,065.90","5,101.20","5,102.40","5,065.70",270.26M,-0.82%
2015년 12월 29일,"5,107.90","5,066.50","5,117.00","5,065.90",296.09M,1.33%
2015년 12월 28일,"5,041.00","5,032.30","5,041.30","4,999.10",299.29M,-0.15%
2015년 12월 24일,"5,048.50","5,046.20","5,063.30","5,043.60",172.22M,0.05%
2015년 12월 23일,"5,045.90","5,025.50","5,046.10","5,020.40",354.60M,0.90%
2015년 12월 22일,"5,001.10","4,988.70","5,007.80","4,964.10",346.17M,0.65%
2015년 12월 21일,"4,968.90","4,957.50","4,968.90","4,928.90",393.92M,0.93%
2015년 12월 18일,"4,923.10","4,982.60","4,996.50","4,921.30",1.52B,-1.59%
2015년 12월 17일,"5,002.50","5,087.20","5,088.60","5,002.50",427.95M,-1.35%
2015년 12월 16일,"5,071.10","5,033.50","5,079.00","4,992.60",443.74M,1.52%
2015년 12월 15일,"4,995.40","4,991.20","5,026.50","4,987.00",449.30M,0.87%
2015년 12월 14일,"4,952.20","4,932.60","4,953.60","4,871.60",496.83M,0.38%
2015년 12월 11일,"4,933.50","4,979.80","4,996.20","4,928.70",475.11M,-2.21%
2015년 12월 10일,"5,045.20","5,026.30","5,075.60","5,019.30",388.23M,0.44%
2015년 12월 9일,"5,022.90","5,077.20","5,106.40","5,000.10",442.49M,-1.48%
2015년 12월 8일,"5,098.20","5,050.50","5,111.70","5,045.70",417.62M,-0.07%
2015년 12월 7일,"5,101.80","5,139.50","5,139.80","5,082.20",436.58M,-0.79%
2015년 12월 4일,"5,142.30","5,050.90","5,147.00","5,043.50",440.75M,2.08%
2015년 12월 3일,"5,037.50","5,143.10","5,144.60","5,011.70",486.60M,-1.67%
2015년 12월 2일,"5,123.20","5,158.80","5,176.80","5,117.10",450.13M,-0.64%
2015년 12월 1일,"5,156.30","5,129.60","5,156.30","5,120.20",463.40M,0.93%
2015년 11월 30일,"5,108.70","5,139.60","5,141.40","5,098.70",616.31M,-0.37%
2015년 11월 27일,"5,127.50","5,121.90","5,134.40","5,108.50",189.35M,0.22%
2015년 11월 25일,"5,116.10","5,106.90","5,124.10","5,101.20",343.28M,0.26%
2015년 11월 24일,"5,102.80","5,070.70","5,110.80","5,050.10",417.56M,0.01%
2015년 11월 23일,"5,102.50","5,106.70","5,128.10","5,084.90",386.57M,-0.05%
2015년 11월 20일,"5,104.90","5,097.00","5,112.50","5,094.30",429.76M,0.62%
2015년 11월 19일,"5,073.60","5,078.70","5,092.50","5,067.30",388.35M,-0.03%
2015년 11월 18일,"5,075.20","5,004.60","5,078.80","5,001.70",451.44M,1.79%
2015년 11월 17일,"4,986.00","4,991.70","5,023.50","4,975.70",418.58M,0.03%
2015년 11월 16일,"4,984.60","4,916.10","4,984.90","4,908.70",416.85M,1.15%
2015년 11월 13일,"4,927.90","4,980.90","4,989.10","4,925.40",444.55M,-1.54%
2015년 11월 12일,"5,005.10","5,043.10","5,062.50","5,004.50",395.74M,-1.22%
2015년 11월 11일,"5,067.00","5,098.10","5,111.20","5,066.70",366.71M,-0.32%
2015년 11월 10일,"5,083.20","5,068.50","5,086.90","5,051.20",432.61M,-0.24%
2015년 11월 9일,"5,095.30","5,128.90","5,133.40","5,066.10",436.18M,-1.01%
2015년 11월 6일,"5,147.10","5,124.00","5,147.10","5,092.90",471.93M,0.38%
2015년 11월 5일,"5,127.70","5,144.10","5,154.90","5,098.50",456.55M,-0.29%
2015년 11월 4일,"5,142.50","5,155.60","5,162.60","5,122.80",466.94M,-0.05%
2015년 11월 3일,"5,145.10","5,114.30","5,163.50","5,109.70",446.94M,0.35%
2015년 11월 2일,"5,127.10","5,065.60","5,130.50","5,061.50",427.28M,1.45%
2015년 10월 30일,"5,053.80","5,079.80","5,085.20","5,053.80",509.29M,-0.40%
2015년 10월 29일,"5,074.30","5,071.00","5,084.60","5,066.90",426.89M,-0.42%
2015년 10월 28일,"5,095.70","5,040.40","5,095.70","5,019.60",493.38M,1.30%
2015년 10월 27일,"5,030.10","5,019.00","5,040.10","5,009.10",455.96M,-0.09%
2015년 10월 26일,"5,034.70","5,030.80","5,045.20","5,012.70",418.69M,0.06%
2015년 10월 23일,"5,031.90","5,024.40","5,048.50","4,999.50",509.63M,2.27%
2015년 10월 22일,"4,920.00","4,876.00","4,927.00","4,861.80",505.00M,1.65%
2015년 10월 21일,"4,840.10","4,904.00","4,904.90","4,836.50",431.97M,-0.84%
2015년 10월 20일,"4,881.00","4,900.00","4,909.40","4,866.60",387.51M,-0.50%
2015년 10월 19일,"4,905.50","4,873.50","4,915.50","4,865.80",380.43M,0.38%
2015년 10월 16일,"4,886.70","4,872.40","4,887.00","4,851.30",494.94M,0.34%
2015년 10월 15일,"4,870.10","4,799.40","4,870.10","4,795.30",445.82M,1.82%
2015년 10월 14일,"4,782.90","4,801.40","4,820.10","4,771.60",435.24M,-0.29%
2015년 10월 13일,"4,796.60","4,809.20","4,858.30","4,793.90",354.14M,-0.87%
2015년 10월 12일,"4,838.60","4,839.80","4,846.70","4,818.20",316.99M,0.17%
2015년 10월 9일,"4,830.50","4,817.30","4,841.40","4,804.60",404.83M,0.41%
2015년 10월 8일,"4,810.80","4,775.10","4,819.10","4,737.90",441.40M,0.41%
2015년 10월 7일,"4,791.10","4,775.00","4,791.10","4,728.70",522.59M,0.90%
2015년 10월 6일,"4,748.40","4,767.60","4,783.40","4,711.80",471.98M,-0.69%
2015년 10월 5일,"4,781.30","4,742.10","4,785.90","4,740.20",490.22M,1.56%
2015년 10월 2일,"4,707.80","4,566.10","4,707.80","4,552.30",510.64M,1.74%
2015년 10월 1일,"4,627.10","4,624.50","4,628.20","4,559.20",501.35M,0.15%
2015년 9월 30일,"4,620.20","4,574.40","4,620.20","4,559.20",623.88M,2.28%
2015년 9월 29일,"4,517.30","4,551.00","4,596.10","4,487.10",548.61M,-0.59%
2015년 9월 28일,"4,544.00","4,665.10","4,665.20","4,529.40",558.00M,-3.04%
2015년 9월 25일,"4,686.50","4,782.40","4,785.20","4,659.50",501.80M,-1.01%
2015년 9월 24일,"4,734.50","4,717.90","4,746.20","4,670.10",481.39M,-0.38%
2015년 9월 23일,"4,752.70","4,764.70","4,780.60","4,735.10",365.13M,-0.08%
2015년 9월 22일,"4,756.70","4,762.30","4,776.30","4,716.90",477.77M,-1.50%
2015년 9월 21일,"4,829.00","4,852.00","4,881.50","4,795.90",453.54M,0.04%
2015년 9월 18일,"4,827.20","4,828.70","4,878.70","4,819.10",1.36B,-1.36%
2015년 9월 17일,"4,894.00","4,884.10","4,960.90","4,880.50",444.77M,0.10%
2015년 9월 16일,"4,889.20","4,860.40","4,893.40","4,848.10",382.59M,0.59%
2015년 9월 15일,"4,860.50","4,819.30","4,872.40","4,802.10",353.27M,1.14%
2015년 9월 14일,"4,805.80","4,832.00","4,832.00","4,791.10",358.08M,-0.34%
2015년 9월 11일,"4,822.30","4,770.70","4,822.30","4,763.10",396.56M,0.54%
2015년 9월 10일,"4,796.30","4,750.00","4,826.30","4,746.50",444.14M,0.84%
2015년 9월 9일,"4,756.50","4,856.30","4,862.90","4,746.70",460.53M,-1.15%
2015년 9월 8일,"4,811.90","4,769.70","4,815.00","4,754.90",445.73M,2.73%
2015년 9월 4일,"4,683.90","4,670.40","4,712.70","4,657.80",378.95M,-1.05%
2015년 9월 3일,"4,733.50","4,763.10","4,800.20","4,721.90",434.44M,-0.35%
2015년 9월 2일,"4,750.00","4,704.40","4,750.00","4,659.40",472.71M,2.46%
2015년 9월 1일,"4,636.10","4,673.60","4,722.10","4,614.90",582.68M,-2.94%
2015년 8월 31일,"4,776.50","4,798.70","4,824.60","4,763.40",498.17M,-1.07%
2015년 8월 28일,"4,828.30","4,792.10","4,836.80","4,788.40",509.59M,0.32%
2015년 8월 27일,"4,812.70","4,761.00","4,818.70","4,721.80",590.55M,2.45%
2015년 8월 26일,"4,697.50","4,633.50","4,704.00","4,530.00",633.10M,4.24%
2015년 8월 25일,"4,506.50","4,687.30","4,689.50","4,506.10",657.53M,-0.44%
2015년 8월 24일,"4,526.30","4,351.60","4,694.90","4,292.10",926.38M,-3.82%
2015년 8월 21일,"4,706.00","4,801.00","4,856.80","4,706.00",716.26M,-3.52%
2015년 8월 20일,"4,877.50","4,973.50","4,986.50","4,877.50",477.70M,-2.82%
2015년 8월 19일,"5,019.00","5,039.00","5,060.90","4,992.90",399.25M,-0.80%
2015년 8월 18일,"5,059.40","5,082.20","5,085.10","5,055.00",347.37M,-0.64%
2015년 8월 17일,"5,091.70","5,032.30","5,092.70","5,022.40",360.39M,0.86%
2015년 8월 14일,"5,048.20","5,025.90","5,051.90","5,012.60",343.63M,0.29%
2015년 8월 13일,"5,033.60","5,050.90","5,071.50","5,029.60",376.05M,-0.21%
2015년 8월 12일,"5,044.40","4,994.50","5,055.80","4,945.80",474.10M,0.15%
2015년 8월 11일,"5,036.80","5,069.20","5,089.30","5,013.40",451.20M,-1.27%
2015년 8월 10일,"5,101.80","5,081.70","5,112.50","5,081.10",435.82M,1.16%
2015년 8월 7일,"5,043.50","5,044.00","5,055.60","5,006.10",465.43M,-0.26%
2015년 8월 6일,"5,056.40","5,146.60","5,149.90","5,035.40",511.22M,-1.62%
2015년 8월 5일,"5,139.90","5,132.80","5,175.30","5,131.90",452.96M,0.67%
2015년 8월 4일,"5,105.50","5,111.00","5,125.90","5,092.50",419.37M,-0.19%
2015년 8월 3일,"5,115.40","5,134.30","5,143.10","5,082.30",411.24M,-0.25%
2015년 7월 31일,"5,128.30","5,148.20","5,155.00","5,122.40",517.90M,-0.01%
2015년 7월 30일,"5,128.80","5,100.30","5,135.60","5,070.60",432.34M,0.33%
2015년 7월 29일,"5,111.70","5,097.90","5,117.80","5,080.00",443.58M,0.44%
2015년 7월 28일,"5,089.20","5,063.40","5,097.70","5,025.60",475.08M,0.98%
2015년 7월 27일,"5,039.80","5,055.90","5,072.90","5,032.70",452.92M,-0.96%
2015년 7월 24일,"5,088.60","5,166.90","5,167.50","5,084.50",474.84M,-1.12%
2015년 7월 23일,"5,146.40","5,180.30","5,197.00","5,137.60",439.50M,-0.49%
2015년 7월 22일,"5,171.80","5,146.00","5,184.70","5,145.80",444.46M,-0.70%
2015년 7월 21일,"5,208.10","5,219.20","5,229.00","5,196.30",398.16M,-0.21%
2015년 7월 20일,"5,218.90","5,223.20","5,231.90","5,201.50",390.35M,0.17%
2015년 7월 17일,"5,210.10","5,196.10","5,210.20","5,183.20",443.21M,0.91%
2015년 7월 16일,"5,163.20","5,138.20","5,163.20","5,128.60",382.62M,1.26%
2015년 7월 15일,"5,098.90","5,111.10","5,125.30","5,088.10",384.20M,-0.12%
2015년 7월 14일,"5,104.90","5,077.10","5,116.50","5,075.10",386.79M,0.66%
2015년 7월 13일,"5,071.50","5,037.30","5,074.80","5,036.70",383.98M,1.48%
2015년 7월 10일,"4,997.70","4,981.20","5,008.00","4,966.50",369.46M,1.53%
2015년 7월 9일,"4,922.40","4,976.10","4,982.20","4,920.40",424.41M,0.26%
