날짜,종가,오픈,고가,저가,거래량,변동 %
2015년 7월 8일,"4,909.80","4,954.00","4,965.50","4,901.50",450.17M,-1.75%
2015년 7월 7일,"4,997.50","4,993.80","5,002.00","4,902.20",495.44M,0.11%
2015년 7월 6일,"4,991.90","4,963.80","5,020.70","4,960.90",489.03M,-0.34%
2015년 7월 2일,"5,009.20","5,024.30","5,027.50","4,990.70",357.11M,-0.08%
2015년 7월 1일,"5,013.10","5,029.00","5,038.50","4,994.50",425.75M,0.53%
2015년 6월 30일,"4,986.90","5,000.10","5,008.80","4,968.30",536.57M,0.57%
2015년 6월 29일,"4,958.50","5,021.20","5,051.00","4,956.20",490.09M,-2.40%
2015년 6월 26일,"5,080.50","5,113.30","5,121.50","5,060.80",1.25B,-0.62%
2015년 6월 25일,"5,112.20","5,139.50","5,141.70","5,102.20",404.12M,-0.20%
2015년 6월 24일,"5,122.40","5,151.40","5,164.40","5,121.60",396.72M,-0.73%
2015년 6월 23일,"5,160.10","5,161.70","5,163.40","5,139.30",363.88M,0.12%
2015년 6월 22일,"5,154.00","5,147.90","5,162.10","5,142.80",392.19M,0.72%
2015년 6월 19일,"5,117.00","5,139.80","5,140.20","5,113.90",994.33M,-0.31%
2015년 6월 18일,"5,133.00","5,082.10","5,143.30","5,082.00",434.52M,1.34%
2015년 6월 17일,"5,064.90","5,067.70","5,080.10","5,042.30",394.12M,0.18%
2015년 6월 16일,"5,055.50","5,023.60","5,063.10","5,022.60",373.64M,0.51%
2015년 6월 15일,"5,030.00","5,011.80","5,035.40","4,985.90",429.32M,-0.42%
2015년 6월 12일,"5,051.10","5,060.20","5,068.00","5,043.20",348.82M,-0.62%
2015년 6월 11일,"5,082.50","5,088.30","5,101.40","5,075.00",406.91M,0.11%
2015년 6월 10일,"5,076.70","5,029.40","5,086.70","5,024.20",428.37M,1.25%
2015년 6월 9일,"5,013.90","5,013.10","5,027.00","4,974.60",394.83M,-0.15%
2015년 6월 8일,"5,021.60","5,066.60","5,069.00","5,014.10",388.07M,-0.92%
2015년 6월 5일,"5,068.50","5,057.00","5,075.00","5,025.50",426.33M,0.18%
2015년 6월 4일,"5,059.10","5,078.20","5,101.10","5,046.30",407.34M,-0.79%
2015년 6월 3일,"5,099.20","5,098.50","5,114.60","5,085.00",411.41M,0.45%
2015년 6월 2일,"5,076.50","5,063.50","5,100.00","5,047.40",410.95M,-0.13%
2015년 6월 1일,"5,082.90","5,094.90","5,099.00","5,045.70",444.44M,0.25%
2015년 5월 29일,"5,070.00","5,093.10","5,099.40","5,057.60",545.79M,-0.55%
2015년 5월 28일,"5,098.00","5,096.30","5,106.60","5,080.30",400.53M,-0.17%
2015년 5월 27일,"5,106.60","5,047.90","5,111.50","5,039.40",424.87M,1.47%
2015년 5월 26일,"5,032.80","5,076.90","5,081.20","5,016.70",442.17M,-1.11%
2015년 5월 22일,"5,089.40","5,085.40","5,103.80","5,085.20",363.37M,-0.03%
2015년 5월 21일,"5,090.80","5,065.90","5,098.20","5,062.50",381.24M,0.38%
2015년 5월 20일,"5,071.70","5,072.40","5,097.50","5,050.20",401.52M,0.03%
2015년 5월 19일,"5,070.00","5,080.40","5,087.40","5,062.80",412.31M,-0.17%
2015년 5월 18일,"5,078.40","5,040.90","5,084.50","5,037.50",391.35M,0.60%
2015년 5월 15일,"5,048.30","5,059.10","5,062.60","5,034.80",431.42M,-0.05%
2015년 5월 14일,"5,050.80","5,016.70","5,051.70","4,999.60",404.81M,1.39%
2015년 5월 13일,"4,981.70","4,991.40","5,013.00","4,977.50",384.76M,0.11%
2015년 5월 12일,"4,976.20","4,966.40","4,995.50","4,931.60",403.84M,-0.35%
2015년 5월 11일,"4,993.60","5,003.30","5,017.40","4,992.00",410.32M,-0.20%
2015년 5월 8일,"5,003.50","4,991.60","5,014.30","4,989.30",450.65M,1.17%
2015년 5월 7일,"4,945.50","4,917.80","4,957.10","4,914.50",470.26M,0.53%
2015년 5월 6일,"4,919.60","4,956.70","4,965.10","4,888.20",496.02M,-0.40%
2015년 5월 5일,"4,939.30","5,000.20","5,008.30","4,934.30",479.75M,-1.55%
2015년 5월 4일,"5,016.90","5,018.40","5,043.60","5,013.00",415.23M,0.23%
2015년 5월 1일,"5,005.40","4,966.30","5,005.40","4,962.70",461.13M,1.29%
2015년 4월 30일,"4,941.40","4,997.00","5,016.00","4,921.60",591.67M,-1.64%
2015년 4월 29일,"5,023.60","5,028.50","5,053.90","4,999.80",443.71M,-0.63%
2015년 4월 28일,"5,055.40","5,063.30","5,075.30","5,006.30",476.10M,-0.10%
2015년 4월 27일,"5,060.30","5,104.40","5,119.80","5,053.50",506.28M,-0.63%
2015년 4월 24일,"5,092.10","5,096.30","5,100.40","5,081.20",467.32M,0.71%
2015년 4월 23일,"5,056.10","5,020.20","5,073.10","5,019.30",435.93M,0.41%
2015년 4월 22일,"5,035.20","5,026.60","5,040.60","4,992.60",398.30M,0.42%
2015년 4월 21일,"5,014.10","5,024.00","5,028.20","5,009.50",381.51M,0.39%
2015년 4월 20일,"4,994.60","4,958.10","5,000.20","4,952.70",386.63M,1.27%
2015년 4월 17일,"4,931.80","4,966.10","4,974.10","4,912.30",506.00M,-1.52%
2015년 4월 16일,"5,007.80","4,999.40","5,016.00","4,996.00",383.97M,-0.06%
2015년 4월 15일,"5,011.00","4,992.60","5,021.20","4,989.20",425.85M,0.68%
2015년 4월 14일,"4,977.30","4,988.80","4,996.80","4,952.00",364.24M,-0.22%
2015년 4월 13일,"4,988.30","5,001.60","5,024.30","4,986.00",369.22M,-0.15%
2015년 4월 10일,"4,996.00","4,977.00","4,996.10","4,970.00",341.08M,0.43%
2015년 4월 9일,"4,974.60","4,950.80","4,975.90","4,928.10",387.11M,0.48%
2015년 4월 8일,"4,950.80","4,914.10","4,956.70","4,914.10",409.41M,0.83%
2015년 4월 7일,"4,910.20","4,917.50","4,948.90","4,909.80",373.96M,-0.14%
2015년 4월 6일,"4,917.30","4,855.90","4,929.60","4,852.90",466.90M,0.62%
2015년 4월 2일,"4,886.90","4,885.40","4,901.30","4,873.00",383.83M,0.14%
2015년 4월 1일,"4,880.20","4,894.40","4,899.40","4,844.40",457.08M,-0.42%
2015년 3월 31일,"4,900.90","4,925.90","4,940.90","4,899.30",509.76M,-0.94%
2015년 3월 30일,"4,947.40","4,921.80","4,948.50","4,921.10",419.66M,1.15%
2015년 3월 27일,"4,891.20","4,863.70","4,899.30","4,859.60",429.39M,0.57%
2015년 3월 26일,"4,863.40","4,835.70","4,889.20","4,825.90",488.34M,-0.27%
2015년 3월 25일,"4,876.50","5,002.80","5,006.80","4,876.50",518.11M,-2.37%
2015년 3월 24일,"4,994.70","5,010.10","5,032.50","4,994.60",383.80M,-0.32%
2015년 3월 23일,"5,011.00","5,020.60","5,031.40","5,011.00",394.24M,-0.31%
2015년 3월 20일,"5,026.40","5,033.50","5,042.10","5,020.10",1.07B,0.68%
2015년 3월 19일,"4,992.40","4,982.00","5,000.00","4,979.90",388.56M,0.19%
2015년 3월 18일,"4,982.80","4,926.80","5,001.60","4,907.70",473.04M,0.92%
2015년 3월 17일,"4,937.40","4,912.60","4,944.90","4,907.00",415.82M,0.16%
2015년 3월 16일,"4,929.50","4,897.30","4,929.90","4,889.10",417.73M,1.19%
2015년 3월 13일,"4,871.80","4,885.50","4,904.50","4,842.80",439.59M,-0.44%
2015년 3월 12일,"4,893.30","4,854.00","4,895.80","4,853.20",451.95M,0.89%
2015년 3월 11일,"4,849.90","4,866.90","4,876.10","4,846.80",456.59M,-0.20%
2015년 3월 10일,"4,859.80","4,899.50","4,903.40","4,859.80",460.96M,-1.67%
2015년 3월 9일,"4,942.40","4,936.10","4,950.50","4,920.80",405.49M,0.31%
2015년 3월 6일,"4,927.40","4,967.20","4,982.90","4,918.60",462.81M,-1.11%
2015년 3월 5일,"4,982.80","4,980.00","4,993.50","4,963.10",417.03M,0.32%
2015년 3월 4일,"4,967.10","4,961.20","4,973.30","4,938.90",433.19M,-0.26%
2015년 3월 3일,"4,979.90","4,990.70","4,996.70","4,956.10",481.23M,-0.56%
2015년 3월 2일,"5,008.10","4,973.40","5,008.60","4,972.00",468.54M,0.90%
2015년 2월 27일,"4,963.50","4,985.00","4,989.30","4,960.90",485.69M,-0.49%
2015년 2월 26일,"4,987.90","4,969.30","4,989.10","4,955.50",437.96M,0.42%
2015년 2월 25일,"4,967.10","4,960.40","4,984.20","4,956.00",422.94M,-0.02%
2015년 2월 24일,"4,968.10","4,956.20","4,971.20","4,945.10",429.64M,0.14%
2015년 2월 23일,"4,961.00","4,953.10","4,961.00","4,939.60",452.05M,0.10%
2015년 2월 20일,"4,956.00","4,919.80","4,957.00","4,905.60",456.72M,0.63%
2015년 2월 19일,"4,924.70","4,901.50","4,929.50","4,900.60",380.21M,0.37%
2015년 2월 18일,"4,906.40","4,890.80","4,907.50","4,885.60",410.20M,0.14%
2015년 2월 17일,"4,899.30","4,890.00","4,901.90","4,880.60",450.15M,0.11%
2015년 2월 13일,"4,893.80","4,869.70","4,893.80","4,860.10",455.86M,0.75%
2015년 2월 12일,"4,857.60","4,828.10","4,857.60","4,823.60",480.02M,1.18%
2015년 2월 11일,"4,801.20","4,788.40","4,810.40","4,780.10",433.80M,0.28%
2015년 2월 10일,"4,787.60","4,754.60","4,793.30","4,737.10",441.96M,1.30%
2015년 2월 9일,"4,726.00","4,723.70","4,749.50","4,719.60",411.22M,-0.39%
2015년 2월 6일,"4,744.40","4,768.90","4,787.20","4,731.20",494.10M,-0.43%
2015년 2월 5일,"4,765.10","4,729.60","4,767.40","4,722.80",501.77M,1.03%
2015년 2월 4일,"4,716.70","4,699.80","4,744.30","4,697.80",549.87M,-0.23%
2015년 2월 3일,"4,727.70","4,693.30","4,727.70","4,670.80",553.80M,1.09%
2015년 2월 2일,"4,676.70","4,650.60","4,676.70","4,580.50",525.39M,0.89%
2015년 1월 30일,"4,635.20","4,671.20","4,703.80","4,631.10",638.81M,-1.03%
2015년 1월 29일,"4,683.40","4,635.70","4,688.40","4,601.80",529.67M,0.98%
2015년 1월 28일,"4,638.00","4,740.70","4,742.10","4,637.50",534.45M,-0.93%
2015년 1월 27일,"4,681.50","4,698.20","4,721.90","4,659.80",469.34M,-1.89%
2015년 1월 26일,"4,771.80","4,752.40","4,774.20","4,734.20",460.89M,0.29%
2015년 1월 23일,"4,757.90","4,748.20","4,771.20","4,738.00",414.94M,0.16%
2015년 1월 22일,"4,750.40","4,690.90","4,752.60","4,644.60",515.53M,1.78%
2015년 1월 21일,"4,667.40","4,642.00","4,692.50","4,629.60",463.22M,0.27%
2015년 1월 20일,"4,654.90","4,655.80","4,665.60","4,601.10",473.62M,0.44%
2015년 1월 16일,"4,634.40","4,566.40","4,635.80","4,563.10",548.60M,1.39%
2015년 1월 15일,"4,570.80","4,657.50","4,664.00","4,567.40",525.69M,-1.48%
2015년 1월 14일,"4,639.30","4,610.80","4,655.40","4,596.00",527.38M,-0.48%
2015년 1월 13일,"4,661.50","4,708.70","4,751.30","4,624.30",566.52M,-0.07%
2015년 1월 12일,"4,664.70","4,714.10","4,715.80","4,650.60",491.28M,-0.84%
2015년 1월 9일,"4,704.10","4,744.50","4,744.70","4,681.20",430.67M,-0.68%
2015년 1월 8일,"4,736.20","4,689.50","4,741.40","4,688.00",548.10M,1.84%
2015년 1월 7일,"4,650.50","4,626.80","4,652.70","4,613.90",482.51M,1.26%
2015년 1월 6일,"4,592.70","4,666.90","4,667.30","4,567.60",553.62M,-1.29%
2015년 1월 5일,"4,652.60","4,700.30","4,702.80","4,641.50",476.45M,-1.57%
2015년 1월 2일,"4,726.80","4,760.20","4,777.00","4,698.10",367.74M,-0.20%
2014년 12월 31일,"4,736.00","4,790.50","4,806.40","4,734.10",422.14M,-0.87%
2014년 12월 30일,"4,777.40","4,793.60","4,803.90","4,772.90",316.50M,-0.61%
2014년 12월 29일,"4,806.90","4,801.30","4,813.70","4,798.90",312.34M,0.00%
2014년 12월 26일,"4,806.90","4,788.10","4,815.00","4,787.90",264.82M,0.70%
2014년 12월 24일,"4,773.50","4,770.10","4,787.60","4,768.70",195.60M,0.17%
2014년 12월 23일,"4,765.40","4,798.00","4,798.10","4,761.40",405.38M,-0.33%
2014년 12월 22일,"4,781.40","4,759.00","4,781.90","4,757.80",450.59M,0.34%
2014년 12월 19일,"4,765.40","4,752.60","4,782.10","4,738.30",1.29B,0.36%
2014년 12월 18일,"4,748.40","4,712.40","4,748.40","4,697.10",553.98M,2.24%
2014년 12월 17일,"4,644.30","4,556.90","4,651.90","4,550.70",573.50M,2.12%
2014년 12월 16일,"4,547.80","4,572.80","4,645.20","4,547.30",587.10M,-1.24%
2014년 12월 15일,"4,605.20","4,679.70","4,690.60","4,592.40",568.38M,-1.04%
2014년 12월 12일,"4,653.60","4,665.40","4,707.90","4,653.60",489.47M,-1.16%
2014년 12월 11일,"4,708.20","4,704.60","4,759.90","4,699.40",448.12M,0.52%
2014년 12월 10일,"4,684.00","4,754.40","4,766.60","4,679.20",481.57M,-1.73%
2014년 12월 9일,"4,766.50","4,685.20","4,768.40","4,674.40",484.64M,0.54%
2014년 12월 8일,"4,740.70","4,769.80","4,793.20","4,722.90",497.78M,-0.84%
2014년 12월 5일,"4,780.80","4,776.60","4,789.00","4,769.60",449.46M,0.24%
2014년 12월 4일,"4,769.40","4,772.00","4,785.40","4,753.70",448.63M,-0.11%
2014년 12월 3일,"4,774.50","4,761.30","4,781.40","4,745.10",450.70M,0.39%
2014년 12월 2일,"4,755.80","4,733.00","4,761.60","4,729.80",460.39M,0.60%
2014년 12월 1일,"4,727.40","4,777.70","4,782.10","4,724.60",481.09M,-1.34%
2014년 11월 28일,"4,791.60","4,797.10","4,810.90","4,786.70",300.15M,0.09%
2014년 11월 26일,"4,787.30","4,760.20","4,788.00","4,757.50",351.09M,0.61%
2014년 11월 25일,"4,758.30","4,762.40","4,774.50","4,749.90",491.47M,0.07%
2014년 11월 24일,"4,754.90","4,725.20","4,755.00","4,723.60",413.33M,0.89%
2014년 11월 21일,"4,713.00","4,751.00","4,751.60","4,700.70",550.29M,0.24%
2014년 11월 20일,"4,701.90","4,655.20","4,703.00","4,653.30",411.10M,0.56%
2014년 11월 19일,"4,675.70","4,694.80","4,696.20","4,655.70",427.48M,-0.57%
2014년 11월 18일,"4,702.40","4,674.80","4,709.80","4,674.30",421.88M,0.67%
2014년 11월 17일,"4,671.00","4,678.40","4,689.50","4,655.20",429.26M,-0.37%
2014년 11월 14일,"4,688.50","4,679.90","4,688.70","4,664.30",433.43M,0.18%
2014년 11월 13일,"4,680.10","4,681.60","4,703.10","4,664.30",457.99M,0.11%
2014년 11월 12일,"4,675.10","4,644.60","4,678.60","4,643.80",447.41M,0.31%
2014년 11월 11일,"4,660.60","4,649.20","4,661.20","4,640.20",411.43M,0.19%
2014년 11월 10일,"4,651.60","4,635.10","4,653.40","4,626.50",471.19M,0.41%
2014년 11월 7일,"4,632.50","4,636.90","4,638.80","4,606.80",475.31M,-0.13%
2014년 11월 6일,"4,638.50","4,616.80","4,639.20","4,604.80",482.30M,0.38%
2014년 11월 5일,"4,620.70","4,649.50","4,650.40","4,607.70",497.48M,-0.06%
2014년 11월 4일,"4,623.60","4,623.80","4,636.00","4,594.90",480.85M,-0.33%
2014년 11월 3일,"4,638.90","4,633.70","4,654.20","4,627.40",522.97M,0.18%
2014년 10월 31일,"4,630.70","4,639.50","4,641.50","4,616.60",659.76M,1.41%
2014년 10월 30일,"4,566.10","4,532.10","4,575.50","4,521.80",516.18M,0.37%
2014년 10월 29일,"4,549.20","4,551.40","4,564.40","4,517.00",543.05M,-0.33%
2014년 10월 28일,"4,564.30","4,505.70","4,564.30","4,505.10",507.39M,1.75%
2014년 10월 27일,"4,485.90","4,469.00","4,489.60","4,450.30",413.39M,0.05%
2014년 10월 24일,"4,483.70","4,459.50","4,486.30","4,445.90",446.47M,0.69%
2014년 10월 23일,"4,452.80","4,427.40","4,475.50","4,421.60",508.53M,1.60%
2014년 10월 22일,"4,382.90","4,429.20","4,435.90","4,381.30",501.41M,-0.83%
2014년 10월 21일,"4,419.50","4,359.20","4,419.50","4,356.10",492.35M,2.40%
2014년 10월 20일,"4,316.10","4,254.20","4,316.90","4,248.20",456.92M,1.35%
2014년 10월 17일,"4,258.40","4,275.10","4,296.10","4,241.70",667.36M,0.97%
2014년 10월 16일,"4,217.40","4,133.30","4,246.00","4,131.60",692.06M,0.05%
2014년 10월 15일,"4,215.30","4,154.10","4,231.50","4,116.60",794.03M,-0.28%
2014년 10월 14일,"4,227.20","4,246.20","4,281.30","4,212.80",652.38M,0.32%
2014년 10월 13일,"4,213.70","4,274.90","4,303.80","4,212.90",631.03M,-1.46%
2014년 10월 10일,"4,276.20","4,354.60","4,380.50","4,276.20",714.33M,-2.33%
2014년 10월 9일,"4,378.30","4,458.30","4,464.10","4,377.30",552.97M,-2.02%
2014년 10월 8일,"4,468.60","4,385.70","4,473.70","4,355.30",595.04M,1.90%
2014년 10월 7일,"4,385.20","4,433.90","4,441.80","4,385.10",510.60M,-1.56%
2014년 10월 6일,"4,454.80","4,492.40","4,496.30","4,444.10",463.15M,-0.47%
2014년 10월 3일,"4,475.60","4,456.80","4,488.10","4,445.70",459.89M,1.03%
2014년 10월 2일,"4,430.20","4,421.30","4,442.00","4,367.70",512.30M,0.18%
2014년 10월 1일,"4,422.10","4,486.60","4,486.80","4,409.30",575.57M,-1.59%
2014년 9월 30일,"4,493.40","4,512.60","4,522.10","4,483.90",573.84M,-0.28%
2014년 9월 29일,"4,505.90","4,465.80","4,515.20","4,464.40",432.41M,-0.14%
2014년 9월 26일,"4,512.20","4,476.50","4,515.70","4,475.50",409.65M,1.02%
2014년 9월 25일,"4,466.80","4,540.80","4,546.90","4,466.60",490.17M,-1.94%
2014년 9월 24일,"4,555.20","4,514.90","4,557.30","4,500.10",430.45M,1.03%
2014년 9월 23일,"4,508.70","4,511.30","4,536.00","4,508.40",461.87M,-0.42%
2014년 9월 22일,"4,527.70","4,568.50","4,568.90","4,513.10",471.72M,-1.14%
2014년 9월 19일,"4,579.80","4,606.10","4,610.60","4,563.40",1.20B,-0.30%
2014년 9월 18일,"4,593.40","4,575.70","4,594.00","4,572.60",430.26M,0.68%
2014년 9월 17일,"4,562.20","4,554.00","4,582.40","4,539.40",441.01M,0.21%
2014년 9월 16일,"4,552.80","4,502.10","4,558.20","4,499.90",467.05M,0.75%
2014년 9월 15일,"4,518.90","4,567.50","4,567.50","4,506.70",463.55M,-1.07%
2014년 9월 12일,"4,567.60","4,588.80","4,590.10","4,555.70",440.81M,-0.53%
2014년 9월 11일,"4,591.80","4,567.60","4,591.80","4,559.80",407.26M,0.12%
2014년 9월 10일,"4,586.50","4,554.10","4,587.10","4,544.80",426.46M,0.75%
2014년 9월 9일,"4,552.30","4,588.80","4,599.00","4,544.40",455.94M,-0.87%
2014년 9월 8일,"4,592.30","4,579.10","4,600.40","4,570.20",412.63M,0.20%
2014년 9월 5일,"4,582.90","4,560.60","4,583.00","4,542.70",403.42M,0.45%
2014년 9월 4일,"4,562.30","4,581.50","4,603.10","4,553.30",411.00M,-0.22%
2014년 9월 3일,"4,572.60","4,610.10","4,610.10","4,565.40",456.17M,-0.56%
2014년 9월 2일,"4,598.20","4,592.40","4,598.60","4,576.80",445.94M,0.39%
2014년 8월 29일,"4,580.30","4,571.80","4,580.30","4,553.80",354.03M,0.50%
2014년 8월 28일,"4,557.70","4,552.50","4,566.00","4,546.60",321.03M,-0.26%
2014년 8월 27일,"4,569.60","4,574.40","4,575.80","4,561.80",335.94M,-0.02%
2014년 8월 26일,"4,570.60","4,563.80","4,575.60","4,556.80",342.63M,0.29%
2014년 8월 25일,"4,557.40","4,563.70","4,571.10","4,547.80",334.63M,0.41%
2014년 8월 22일,"4,538.50","4,534.90","4,547.20","4,521.80",329.97M,0.14%
2014년 8월 21일,"4,532.10","4,526.70","4,534.00","4,513.80",349.36M,0.12%
2014년 8월 20일,"4,526.50","4,517.80","4,533.00","4,515.70",356.53M,-0.02%
2014년 8월 19일,"4,527.50","4,514.30","4,528.90","4,513.90",373.14M,0.43%
2014년 8월 18일,"4,508.30","4,490.50","4,509.10","4,486.40",395.42M,0.97%
2014년 8월 15일,"4,464.90","4,479.60","4,482.50","4,427.10",507.50M,0.27%
2014년 8월 14일,"4,453.00","4,438.10","4,453.00","4,433.90",334.04M,0.43%
2014년 8월 13일,"4,434.10","4,407.90","4,434.30","4,403.60",372.80M,1.02%
2014년 8월 12일,"4,389.30","4,394.70","4,407.10","4,371.80",366.69M,-0.27%
2014년 8월 11일,"4,401.30","4,387.40","4,415.80","4,384.10",366.75M,0.70%
2014년 8월 8일,"4,370.90","4,340.90","4,373.10","4,327.90",435.75M,0.83%
2014년 8월 7일,"4,335.00","4,373.20","4,379.70","4,321.90",456.47M,-0.46%
2014년 8월 6일,"4,355.00","4,326.30","4,379.00","4,325.00",444.29M,0.05%
2014년 8월 5일,"4,352.80","4,364.60","4,383.00","4,333.60",467.51M,-0.71%
2014년 8월 4일,"4,383.90","4,365.60","4,395.40","4,343.00",435.81M,0.72%
2014년 8월 1일,"4,352.60","4,363.40","4,385.00","4,324.00",504.65M,-0.39%
2014년 7월 31일,"4,369.80","4,421.30","4,430.80","4,367.10",574.24M,-2.09%
2014년 7월 30일,"4,462.90","4,468.40","4,476.10","4,444.50",457.16M,0.45%
2014년 7월 29일,"4,442.70","4,456.10","4,471.00","4,441.00",486.03M,-0.05%
2014년 7월 28일,"4,444.90","4,451.10","4,455.40","4,413.90",430.75M,-0.10%
2014년 7월 25일,"4,449.60","4,448.10","4,458.00","4,430.40",420.14M,-0.50%
2014년 7월 24일,"4,472.10","4,481.60","4,485.50","4,465.90",456.08M,-0.04%
2014년 7월 23일,"4,473.70","4,468.20","4,480.70","4,457.90",448.41M,0.40%
2014년 7월 22일,"4,456.00","4,444.90","4,464.10","4,443.40",403.35M,0.71%
2014년 7월 21일,"4,424.70","4,421.20","4,432.40","4,404.50",379.18M,-0.17%
2014년 7월 18일,"4,432.10","4,379.90","4,434.40","4,378.20",494.56M,1.57%
2014년 7월 17일,"4,363.50","4,411.50","4,425.40","4,352.20",505.57M,-1.41%
2014년 7월 16일,"4,426.00","4,446.20","4,448.90","4,419.70",492.61M,0.22%
2014년 7월 15일,"4,416.40","4,444.90","4,451.90","4,389.70",444.64M,-0.54%
2014년 7월 14일,"4,440.40","4,441.40","4,451.60","4,433.00",377.89M,0.56%
2014년 7월 11일,"4,415.50","4,401.00","4,417.20","4,389.30",365.72M,0.44%
2014년 7월 10일,"4,396.20","4,352.00","4,415.90","4,351.00",409.74M,-0.52%
2014년 7월 9일,"4,419.00","4,403.00","4,421.90","4,388.00",414.26M,0.63%
2014년 7월 8일,"4,391.50","4,442.90","4,443.60","4,372.00",540.90M,-1.35%
2014년 7월 7일,"4,451.50","4,477.70","4,478.00","4,447.60",424.55M,-0.77%
2014년 7월 3일,"4,485.90","4,472.90","4,485.90","4,463.90",296.07M,0.63%
2014년 7월 2일,"4,457.70","4,457.90","4,466.90","4,450.90",386.49M,-0.02%
2014년 7월 1일,"4,458.60","4,424.70","4,471.60","4,424.40",490.57M,1.14%
2014년 6월 30일,"4,408.20","4,398.40","4,417.50","4,396.60",493.49M,0.23%
2014년 6월 27일,"4,397.90","4,371.80","4,398.90","4,371.60",1.13B,0.43%
2014년 6월 26일,"4,379.00","4,379.40","4,379.80","4,347.50",360.13M,-0.02%
2014년 6월 25일,"4,379.80","4,341.80","4,383.50","4,339.40",422.56M,0.68%
2014년 6월 24일,"4,350.40","4,367.90","4,399.90","4,342.90",482.18M,-0.42%
2014년 6월 23일,"4,368.70","4,369.00","4,371.80","4,358.70",424.37M,0.01%
2014년 6월 20일,"4,368.00","4,365.40","4,368.80","4,354.00",1.06B,0.20%
2014년 6월 19일,"4,359.30","4,370.10","4,372.20","4,339.60",440.75M,-0.08%
2014년 6월 18일,"4,362.80","4,341.20","4,365.10","4,320.50",434.83M,0.59%
2014년 6월 17일,"4,337.20","4,316.00","4,346.10","4,311.10",444.94M,0.37%
2014년 6월 16일,"4,321.10","4,303.90","4,326.90","4,296.30",407.96M,0.24%
2014년 6월 13일,"4,310.60","4,315.30","4,317.70","4,288.40",430.05M,0.30%
2014년 6월 12일,"4,297.60","4,323.10","4,328.40","4,284.50",454.96M,-0.79%
2014년 6월 11일,"4,331.90","4,322.90","4,338.20","4,315.50",408.36M,-0.14%
2014년 6월 10일,"4,338.00","4,329.20","4,338.90","4,319.90",419.94M,0.04%
2014년 6월 9일,"4,336.20","4,324.40","4,346.70","4,320.30",435.14M,0.34%
2014년 6월 6일,"4,321.40","4,312.80","4,322.50","4,305.70",409.13M,0.59%
2014년 6월 5일,"4,296.20","4,259.10","4,299.50","4,241.70",456.39M,1.05%
